seed,epoch,phase,src_val,src_val_f1,src_val_acc,src_train_f1,snd,neg_ent,tgt_acc,tgt_f1,tgt_auc,loss,align_w,ent_w,L_cls,L_proto,L_margin,L_align,L_ent,L_sep,L_vrex,L_struct,L_pl
42,1,warmup,0.3532608695652174,0.3532608695652174,0.5462184873949579,0.40870834380663223,7.592967510223389,-0.6053075194358826,0.7550741163055872,0.4311347228516789,0.5141361624394013,1.31627357006073,0.0,0.0,0.7610031962394714,0.6971685886383057,0.5027870535850525,0.0,0.0,0.09447261691093445,0.012184618040919304,0.025358125567436218,0.0
42,5,warmup,0.40368005585396893,0.40368005585396893,0.5512605042016807,0.46859081241747047,7.588756561279297,-0.6616563200950623,0.7450399087799315,0.44787082887343993,0.514873603597274,1.2557320594787598,0.0,0.0,0.7098280787467957,0.6987775564193726,0.5043560266494751,0.0,0.0,0.08384202420711517,0.004099878016859293,0.0250523891299963,0.0
42,10,warmup,0.4549079837253793,0.4549079837253793,0.5428571428571428,0.5319898804975141,7.587167263031006,-0.6778212189674377,0.7233751425313569,0.4667376011596015,0.5225089580552238,1.2219613790512085,0.0,0.0,0.6894239783287048,0.6970105767250061,0.5028635263442993,0.0,0.0,0.07175562530755997,0.0012586046941578388,0.024688120931386948,0.0
42,15,warmup,0.4462733005528239,0.4462733005528239,0.5495798319327732,0.5208452337149366,7.5878071784973145,-0.6759273409843445,0.7277080957810719,0.4580915163323251,0.532358743764491,1.200045108795166,0.0,0.0,0.6790342926979065,0.6929143071174622,0.49927592277526855,0.0,0.0,0.0632551908493042,0.0017297255108132958,0.02432626485824585,0.0
42,20,warmup,0.43352951358836767,0.43352951358836767,0.5563025210084034,0.44756462975262645,7.588247299194336,-0.6721920967102051,0.7352337514253136,0.45439560068584955,0.5390326705543454,1.192298412322998,0.0,0.0,0.6801825761795044,0.6893359422683716,0.49598726630210876,0.0,0.0,0.057081859558820724,0.0029457269702106714,0.02395791932940483,0.0
42,25,warmup,0.45177552079472166,0.45177552079472166,0.561344537815126,0.4479341147171274,7.587264060974121,-0.6737236380577087,0.7352337514253136,0.45804429742437747,0.5461847818450081,1.1672872304916382,0.0,0.0,0.664700984954834,0.6854937076568604,0.49203118681907654,0.0,0.0,0.0506867952644825,0.0014700189931318164,0.023566648364067078,0.0
42,30,warmup,0.5037299490218059,0.5037299490218059,0.5798319327731093,0.4641001305203515,7.583520889282227,-0.6783227920532227,0.7247434435575827,0.4751210598464901,0.5523840370968875,1.1624420881271362,0.0,0.0,0.6686993837356567,0.6828987002372742,0.4889717698097229,0.0,0.0,0.04415556415915489,0.0010687801986932755,0.02316022478044033,0.0
42,35,warmup,0.5421922540314985,0.5421922540314985,0.5949579831932773,0.5064720330256994,7.5788254737854,-0.678846538066864,0.7206385404789054,0.4919421526491269,0.5577937188224548,1.1366040706634521,0.0,0.0,0.6530949473381042,0.6786407828330994,0.48377981781959534,0.0,0.0,0.037799399346113205,0.0009995426516979933,0.022758066654205322,0.0
42,40,warmup,0.5734419855429532,0.5734419855429532,0.6151260504201681,0.5306893036745792,7.570596218109131,-0.6757042407989502,0.7197263397947549,0.49309939302650657,0.5627492447129909,1.119393229484558,0.0,0.0,0.6441521644592285,0.6748826503753662,0.4785187244415283,0.0,0.0,0.033293385058641434,0.0006635559257119894,0.022351955994963646,0.0
42,45,warmup,0.6069393939393939,0.6069393939393939,0.6336134453781512,0.5399399797177237,7.553708553314209,-0.6722108721733093,0.7131128848346636,0.5075732418666964,0.5670033021850629,1.0999436378479004,0.0,0.0,0.6361148953437805,0.6676346659660339,0.4692729413509369,0.0,0.0,0.028681375086307526,0.0012822606367990375,0.022055238485336304,0.0
