seed,epoch,phase,src_val,src_val_f1,src_val_acc,src_train_f1,snd,neg_ent,tgt_acc,tgt_f1,tgt_auc,loss,align_w,ent_w,L_cls,L_proto,L_margin,L_align,L_ent,L_sep,L_vrex,L_struct,L_pl
42,1,warmup,0.15104357978695493,0.15104357978695493,0.2568306010928962,0.1657871010351366,7.582322120666504,-1.592096209526062,0.28063457330415753,0.16442365387264615,0.46780926797171085,2.444162368774414,0.0,0.0,1.6570498943328857,1.615592122077942,0.5259964466094971,0.0,0.0,0.038669634610414505,4.606582297128625e-05,0.07671555131673813,0.0
42,5,warmup,0.18065488147850545,0.18065488147850545,0.30601092896174864,0.2420539230615999,7.582370281219482,-1.5772844552993774,0.34938001458789203,0.21565391753902974,0.5902639618565256,2.3212952613830566,0.0,0.0,1.5424076318740845,1.6096670627593994,0.5185182094573975,0.0,0.0,0.03596331179141998,0.0014143637381494045,0.0765109658241272,0.0
42,10,warmup,0.35428343505056603,0.35428343505056603,0.4344262295081967,0.2766992881281891,7.55888032913208,-1.5553797483444214,0.43946024799416483,0.33403064924278664,0.7151337388038057,2.2651190757751465,0.0,0.0,1.488821029663086,1.6108721494674683,0.5188465118408203,0.0,0.0,0.03285031020641327,0.0050025940872728825,0.0763031542301178,0.0
42,15,warmup,0.41978364598364604,0.41978364598364604,0.5027322404371585,0.3689358620916647,7.483547210693359,-1.5316435098648071,0.49799416484318015,0.39385116838247775,0.776564422755151,2.1562554836273193,0.0,0.0,1.3862816095352173,1.6058224439620972,0.515150785446167,0.0,0.0,0.029891083016991615,0.0006342116394080222,0.07608786225318909,0.0
42,20,warmup,0.4832299814007131,0.4832299814007131,0.5710382513661202,0.411438950081562,7.303773403167725,-1.5096490383148193,0.5603574033552152,0.45692442565912283,0.8128011542879918,2.126065731048584,0.0,0.0,1.3589158058166504,1.60560941696167,0.5149462223052979,0.0,0.0,0.02723555453121662,0.0027874750085175037,0.07587257772684097,0.0
42,25,warmup,0.49689888013674344,0.49689888013674344,0.5846994535519126,0.4760106716145954,7.0034260749816895,-1.4632402658462524,0.5902625820568927,0.4846601617817689,0.8376546197887571,2.0346531867980957,0.0,0.0,1.2710926532745361,1.602776288986206,0.5143430829048157,0.0,0.0,0.02479947917163372,0.00024642396601848304,0.07565926015377045,0.0
42,30,warmup,0.5645914056854308,0.5645914056854308,0.6420765027322405,0.5509342356977576,6.630700588226318,-1.3992592096328735,0.6229029905178701,0.5124723783537328,0.8587425821775051,1.9064817428588867,0.0,0.0,1.1456384658813477,1.601449728012085,0.514202356338501,0.0,0.0,0.022552553564310074,0.005265033338218927,0.07545503973960876,0.0
42,35,warmup,0.6118195089836881,0.6118195089836881,0.680327868852459,0.6052685843478418,6.304693698883057,-1.2999019622802734,0.6455142231947484,0.5399731629755183,0.8761353036176682,1.731579303741455,0.0,0.0,0.9727866649627686,1.6005812883377075,0.5149147510528564,0.0,0.0,0.020408248528838158,0.0043324618600308895,0.07525128126144409,0.0
42,40,warmup,0.6548696406600045,0.6548696406600045,0.7049180327868853,0.5902620756362931,6.108218193054199,-1.1674469709396362,0.6610138584974471,0.5726432654283541,0.8898218783238286,1.680090308189392,0.0,0.0,0.9283512234687805,1.5926684141159058,0.5096733570098877,0.0,0.0,0.018351217731833458,0.014856244437396526,0.07506408542394638,0.0
42,45,warmup,0.6890111920599725,0.6890111920599725,0.7240437158469946,0.7197673686838988,6.012096405029297,-1.0332032442092896,0.6723194748358862,0.6024408414123298,0.9002490535019383,1.5297037363052368,0.0,0.0,0.781385600566864,1.5905535221099854,0.5074207782745361,0.0,0.0,0.01669270172715187,0.033538635820150375,0.07489260286092758,0.0
